timestamp,Temperature,Humidity,PM2.5,PM10,NO2,CO,SO2,AQI
2024-06-16 22:00:00,29.1,59.8,33.4,64.2,27.3,0.21,11.5,95.7
2024-06-16 23:00:00,23.3,58.5,30.7,70.3,14.6,0.58,8.5,90.0
2024-06-17 00:00:00,22.8,52.9,24.4,75.5,13.4,1.05,11.5,76.5
2024-06-17 01:00:00,18.7,64.8,37.7,66.5,34.8,0.91,16.5,105.8
2024-06-17 02:00:00,22.2,63.8,41.6,89.6,,1.01,16.4,115.5
2024-06-17 03:00:00,25.6,63.7,22.7,53.1,24.1,1.03,9.0,72.9
2024-06-17 04:00:00,24.9,61.4,24.4,42.4,28.6,0.71,13.0,76.5
2024-06-17 05:00:00,23.9,63.3,20.7,51.4,30.4,0.52,11.3,68.6
2024-06-17 06:00:00,25.1,63.5,35.3,124.2,24.6,1.03,10.3,99.8
2024-06-17 07:00:00,24.8,70.5,,107.7,36.3,1.11,22.9,156.5
2024-06-17 08:00:00,27.8,56.2,33.0,64.2,38.0,1.11,11.7,94.9
2024-06-17 09:00:00,30.2,60.1,25.8,43.7,28.6,1.04,18.9,79.5
2024-06-17 10:00:00,26.7,51.2,25.6,71.7,33.4,1.23,13.5,79.1
2024-06-17 11:00:00,31.8,46.0,,44.3,31.3,0.75,12.4,77.8
2024-06-17 12:00:00,34.1,44.8,54.0,114.2,19.2,0.99,19.1,146.5
2024-06-17 13:00:00,32.2,36.0,53.4,77.7,,1.03,19.8,145.0
2024-06-17 14:00:00,34.9,42.4,30.4,,23.3,1.1,12.3,89.3
2024-06-17 15:00:00,39.3,30.5,58.2,108.3,,0.65,18.5,151.5
2024-06-17 16:00:00,33.3,36.6,34.7,50.9,36.7,0.94,12.7,98.5
2024-06-17 17:00:00,33.8,42.7,31.0,66.6,40.4,1.61,13.5,90.6
2024-06-17 18:00:00,,50.0,,74.1,32.7,1.79,14.7,122.5
2024-06-17 19:00:00,31.5,53.7,74.3,132.2,45.0,1.73,17.0,159.9
2024-06-17 20:00:00,30.9,48.2,25.0,104.6,42.8,1.4,20.3,77.8
2024-06-17 21:00:00,29.0,53.3,47.8,80.4,31.6,1.17,9.9,131.0
2024-06-17 22:00:00,25.3,60.5,,119.7,35.4,0.83,14.1,146.2
2024-06-17 23:00:00,26.6,51.9,61.2,108.9,13.5,0.58,7.2,153.1
2024-06-18 00:00:00,28.0,63.0,52.0,87.1,22.8,1.07,11.7,141.5
2024-06-18 01:00:00,25.2,58.8,18.9,41.8,34.6,0.8,14.2,64.7
2024-06-18 02:00:00,25.8,63.2,44.7,71.4,23.9,0.6,11.6,123.3
2024-06-18 03:00:00,23.2,62.2,34.1,52.9,19.2,0.98,17.0,97.2
2024-06-18 04:00:00,25.3,66.3,104.8,180.3,6.5,,16.9,176.0
2024-06-18 05:00:00,24.9,65.6,81.3,144.9,37.0,1.02,19.8,163.6
2024-06-18 06:00:00,23.2,65.4,36.7,70.6,26.2,0.93,9.5,103.3
2024-06-18 07:00:00,26.8,60.2,34.9,66.6,24.0,1.29,17.8,98.9
2024-06-18 08:00:00,25.4,56.5,65.1,,41.7,1.1,,155.1
2024-06-18 09:00:00,27.4,61.8,22.0,69.3,49.1,1.07,12.0,71.4
2024-06-18 10:00:00,30.3,41.8,32.8,61.2,32.4,1.11,10.6,94.4
2024-06-18 11:00:00,31.8,55.0,48.6,89.7,13.1,0.61,16.0,133.0
2024-06-18 12:00:00,29.8,42.6,22.7,41.5,21.7,0.95,5.6,72.9
2024-06-18 13:00:00,35.1,45.0,16.4,22.9,35.7,0.86,15.0,59.4
2024-06-18 14:00:00,34.6,39.3,45.3,94.0,29.6,0.87,5.9,124.8
2024-06-18 15:00:00,32.3,37.0,,75.9,18.0,0.8,14.1,110.5
2024-06-18 16:00:00,30.4,43.3,60.9,100.7,51.1,1.29,14.3,152.9
2024-06-18 17:00:00,32.7,47.3,23.8,61.5,30.2,0.9,12.1,75.2
2024-06-18 18:00:00,31.3,46.4,32.8,97.9,37.5,1.18,17.9,94.4
2024-06-18 19:00:00,31.4,,25.9,60.9,38.9,1.4,10.0,79.7
2024-06-18 20:00:00,29.2,67.5,48.8,85.3,46.4,1.56,14.8,133.5
2024-06-18 21:00:00,24.6,58.5,16.5,31.2,,0.86,13.7,59.6
2024-06-18 22:00:00,26.6,60.3,40.7,144.1,15.8,1.08,19.5,113.3
2024-06-18 23:00:00,25.5,56.7,70.5,120.4,13.8,0.87,6.9,157.9
2024-06-19 00:00:00,26.4,57.9,76.5,,23.0,1.33,19.6,161.1
2024-06-19 01:00:00,22.9,61.5,47.0,87.0,29.3,1.02,18.2,129.0
2024-06-19 02:00:00,27.2,69.5,39.3,,23.5,0.84,14.8,109.8
2024-06-19 03:00:00,19.8,59.5,,101.8,32.5,0.63,13.5,155.9
2024-06-19 04:00:00,26.5,58.8,33.1,60.6,39.4,0.89,11.2,95.1
2024-06-19 05:00:00,23.9,65.6,40.0,59.2,18.8,0.9,12.1,111.5
2024-06-19 06:00:00,26.8,,43.5,69.1,33.4,0.53,10.8,120.2
2024-06-19 07:00:00,26.3,54.6,36.1,60.7,32.3,1.14,8.4,101.8
2024-06-19 08:00:00,29.6,50.1,30.5,45.5,32.6,1.54,16.1,89.5
2024-06-19 09:00:00,27.9,59.7,47.9,,32.0,1.27,17.1,131.2
2024-06-19 10:00:00,27.8,51.2,40.8,66.2,37.4,1.01,19.3,113.5
2024-06-19 11:00:00,34.0,39.7,47.4,113.7,29.5,0.91,12.8,130.0
2024-06-19 12:00:00,32.0,37.5,28.3,43.7,23.7,0.8,16.7,84.8
2024-06-19 13:00:00,33.4,40.3,36.4,87.8,43.0,0.75,6.2,102.5
2024-06-19 14:00:00,36.0,44.6,39.4,63.5,25.0,0.97,12.8,110.0
2024-06-19 15:00:00,31.6,43.5,49.6,138.7,31.4,0.82,12.3,135.5
2024-06-19 16:00:00,,,27.7,,30.0,1.02,,83.5
2024-06-19 17:00:00,31.8,34.7,43.9,109.3,22.5,1.26,9.6,121.2
2024-06-19 18:00:00,31.9,45.1,48.4,147.6,37.0,0.94,11.5,132.5
2024-06-19 19:00:00,31.3,53.6,23.4,127.6,36.9,1.04,10.2,86.8
2024-06-19 20:00:00,27.0,56.1,36.6,70.0,35.9,1.11,16.9,103.0
2024-06-19 21:00:00,27.1,54.3,44.8,77.5,50.8,1.03,12.9,123.5
2024-06-19 22:00:00,30.1,67.3,24.5,51.3,25.8,0.81,13.4,76.7
2024-06-19 23:00:00,27.9,61.5,62.1,102.2,29.3,0.76,10.1,153.5
2024-06-20 00:00:00,25.0,66.2,40.4,86.9,34.2,0.72,,112.5
2024-06-20 01:00:00,24.8,63.1,42.0,80.3,21.5,0.74,15.2,116.5
2024-06-20 02:00:00,23.2,,67.8,108.2,19.6,1.01,13.4,156.5
2024-06-20 03:00:00,26.4,60.1,,48.6,29.9,0.78,9.8,89.7
2024-06-20 04:00:00,23.4,65.0,57.4,106.1,28.1,1.07,13.8,151.1
2024-06-20 05:00:00,24.8,61.8,42.0,84.0,32.9,,15.7,116.5
2024-06-20 06:00:00,27.4,52.1,40.5,103.3,18.5,1.12,18.7,112.8
2024-06-20 07:00:00,24.6,53.4,61.2,123.5,49.3,0.88,16.5,153.1
2024-06-20 08:00:00,30.5,54.0,48.9,86.7,39.2,1.08,11.4,133.8
2024-06-20 09:00:00,25.6,56.1,62.7,104.9,44.5,1.3,5.5,153.8
2024-06-20 10:00:00,33.2,49.3,22.2,42.1,51.1,1.34,15.7,71.8
2024-06-20 11:00:00,30.4,46.1,59.2,91.6,27.7,0.55,8.3,152.0
2024-06-20 12:00:00,31.7,39.1,24.3,89.3,20.9,1.06,12.8,76.3
2024-06-20 13:00:00,29.2,,16.2,24.0,24.7,0.7,14.3,59.0
2024-06-20 14:00:00,32.6,47.5,13.8,28.2,26.5,0.55,12.2,53.8
2024-06-20 15:00:00,31.6,41.3,69.0,120.7,30.0,1.06,14.5,157.2
2024-06-20 16:00:00,32.3,33.4,62.6,94.8,41.0,,6.3,153.8
2024-06-20 17:00:00,32.7,35.9,61.0,103.6,34.9,0.83,13.3,152.9
2024-06-20 18:00:00,34.1,47.0,17.5,40.3,49.6,1.75,19.3,61.8
2024-06-20 19:00:00,31.6,45.4,27.0,55.3,50.9,0.99,11.8,82.1
2024-06-20 20:00:00,30.6,49.0,51.8,91.7,40.6,1.02,16.6,141.0
2024-06-20 21:00:00,26.5,49.4,49.4,123.7,22.3,1.1,11.7,135.0
2024-06-20 22:00:00,25.6,58.1,46.6,82.1,37.9,0.84,11.2,128.0
2024-06-20 23:00:00,29.8,57.0,30.9,51.5,34.2,0.98,10.7,90.4
2024-06-21 00:00:00,23.7,60.1,38.0,66.1,25.9,0.98,7.4,106.5
2024-06-21 01:00:00,27.6,58.6,31.6,68.4,19.4,0.68,14.6,91.9
2024-06-21 02:00:00,23.3,68.7,37.9,80.6,27.2,1.31,12.5,106.2
2024-06-21 03:00:00,23.7,63.4,67.3,118.8,31.7,0.57,9.0,156.3
2024-06-21 04:00:00,26.0,67.1,31.6,62.0,18.2,0.83,10.5,91.9
2024-06-21 05:00:00,26.9,56.9,37.7,65.1,19.3,0.89,6.2,105.8
2024-06-21 06:00:00,24.9,69.7,17.3,32.2,56.6,1.02,14.6,61.3
2024-06-21 07:00:00,25.4,64.9,73.5,124.3,27.2,1.3,11.5,159.5
2024-06-21 08:00:00,27.3,46.1,69.5,,33.1,1.39,12.1,157.4
2024-06-21 09:00:00,29.3,48.5,26.8,70.2,49.2,1.15,15.5,81.6
2024-06-21 10:00:00,31.7,51.8,29.3,64.6,24.0,1.23,17.2,87.0
2024-06-21 11:00:00,31.2,39.9,28.5,100.3,20.6,0.64,18.1,85.3
2024-06-21 12:00:00,33.4,43.4,20.4,24.5,,0.93,15.3,67.9
2024-06-21 13:00:00,36.3,,58.8,152.5,12.9,1.07,,151.8
2024-06-21 14:00:00,34.3,40.0,27.1,81.6,23.8,0.89,8.3,82.3
2024-06-21 15:00:00,34.3,43.2,10.1,47.8,33.9,0.86,19.1,44.3
2024-06-21 16:00:00,30.5,37.4,34.2,,42.9,,16.9,97.4
2024-06-21 17:00:00,27.7,,24.2,51.8,38.8,1.15,9.7,76.1
2024-06-21 18:00:00,33.0,48.9,28.7,62.8,43.1,1.3,17.8,85.7
2024-06-21 19:00:00,31.0,51.4,26.2,54.0,42.8,1.48,15.9,80.3
2024-06-21 20:00:00,28.9,61.9,26.6,73.8,49.8,1.41,10.2,81.2
2024-06-21 21:00:00,29.1,41.5,20.8,61.1,,1.07,9.2,68.8
2024-06-21 22:00:00,27.2,59.4,14.4,58.1,34.3,1.03,19.4,55.1
2024-06-21 23:00:00,28.4,48.7,34.7,53.1,30.1,0.84,10.8,98.5
2024-06-22 00:00:00,25.3,69.8,68.9,122.3,14.4,0.36,16.7,157.1
2024-06-22 01:00:00,22.8,65.3,40.7,89.2,15.9,0.97,14.7,113.3
2024-06-22 02:00:00,25.8,59.3,47.3,104.8,6.8,1.02,5.1,129.8
2024-06-22 03:00:00,23.2,68.4,40.7,107.8,20.6,,14.2,113.3
2024-06-22 04:00:00,24.9,61.3,14.7,25.3,13.3,0.65,13.3,55.8
2024-06-22 05:00:00,23.4,64.4,14.0,55.0,16.6,0.63,18.3,54.3
2024-06-22 06:00:00,23.8,62.0,24.6,50.3,,1.1,,76.9
2024-06-22 07:00:00,26.3,67.2,39.6,59.0,36.0,0.78,13.5,110.5
2024-06-22 08:00:00,27.4,64.7,54.8,85.8,25.9,0.84,18.4,148.5
2024-06-22 09:00:00,29.6,49.5,71.3,120.2,25.9,0.49,11.2,158.4
2024-06-22 10:00:00,29.4,,27.4,48.2,43.2,0.94,13.3,82.9
2024-06-22 11:00:00,27.5,48.3,32.2,60.9,16.3,1.04,14.4,93.2
2024-06-22 12:00:00,31.3,37.0,45.7,66.9,27.9,0.81,7.5,125.8
2024-06-22 13:00:00,34.6,38.6,40.8,76.2,34.6,0.6,12.6,113.5
2024-06-22 14:00:00,32.9,52.6,39.9,,24.2,0.34,8.2,111.2
2024-06-22 15:00:00,33.2,42.3,22.6,54.8,26.2,0.83,11.4,72.6
2024-06-22 16:00:00,35.5,45.9,24.8,47.0,11.0,0.85,5.1,77.4
2024-06-22 17:00:00,31.6,41.0,19.2,54.3,24.6,0.76,7.0,65.4
2024-06-22 18:00:00,29.1,41.3,20.1,34.2,33.0,0.98,18.8,67.3
2024-06-22 19:00:00,30.8,46.6,29.7,39.5,44.8,1.19,18.2,87.8
2024-06-22 20:00:00,29.0,48.1,19.6,37.5,27.1,1.16,12.9,66.2
2024-06-22 21:00:00,26.7,45.0,46.4,69.5,29.0,1.01,14.1,127.5
2024-06-22 22:00:00,27.0,50.6,56.2,113.3,34.6,,9.0,150.4
2024-06-22 23:00:00,,62.0,30.0,46.5,31.5,0.78,5.9,88.5
2024-06-23 00:00:00,25.1,59.1,32.8,53.3,25.4,0.84,17.2,94.4
2024-06-23 01:00:00,24.9,63.0,42.8,91.1,17.3,0.63,15.4,118.5
2024-06-23 02:00:00,27.5,65.3,57.5,93.9,26.4,0.51,10.4,151.1
2024-06-23 03:00:00,23.0,66.1,51.2,85.6,23.4,0.81,9.4,139.5
2024-06-23 04:00:00,24.4,69.8,80.9,139.9,12.6,0.8,14.0,163.4
2024-06-23 05:00:00,23.3,57.4,46.3,82.9,21.4,0.63,13.6,127.2
2024-06-23 06:00:00,23.4,63.8,47.9,89.2,29.8,1.01,16.0,131.2
2024-06-23 07:00:00,25.0,62.3,43.9,73.8,,0.88,10.8,121.2
2024-06-23 08:00:00,26.4,60.5,44.6,100.0,24.9,0.6,10.2,123.0
2024-06-23 09:00:00,29.4,45.4,29.5,59.8,35.9,0.96,10.1,87.4
2024-06-23 10:00:00,34.7,50.7,35.0,61.2,20.6,0.54,22.1,99.1
2024-06-23 11:00:00,29.7,55.1,,51.7,22.6,0.11,11.8,85.5
2024-06-23 12:00:00,31.4,43.5,19.1,31.4,19.1,0.66,14.1,65.2
2024-06-23 13:00:00,32.9,44.5,67.0,114.1,37.7,0.84,6.5,156.1
2024-06-23 14:00:00,34.3,44.8,85.8,135.3,27.5,0.63,11.1,166.0
2024-06-23 15:00:00,34.2,35.4,41.6,62.8,29.3,0.76,11.7,115.5
2024-06-23 16:00:00,36.1,50.1,32.6,72.3,19.0,0.72,20.6,94.0
2024-06-23 17:00:00,28.1,,30.1,,32.1,0.83,18.3,88.7
2024-06-23 18:00:00,27.4,46.6,31.1,90.6,22.0,0.67,7.5,90.8
2024-06-23 19:00:00,30.2,38.2,64.1,117.7,,0.59,16.1,154.6
2024-06-23 20:00:00,32.1,53.4,,38.3,27.9,1.04,,84.4
2024-06-23 21:00:00,25.5,55.0,41.3,75.3,38.7,0.77,12.1,114.8
2024-06-23 22:00:00,21.4,63.7,30.1,97.6,21.3,0.51,,88.7
2024-06-23 23:00:00,27.3,56.9,73.7,,28.2,0.68,12.8,159.6
2024-06-24 00:00:00,25.6,56.0,26.4,53.4,48.7,,12.2,80.8
2024-06-24 01:00:00,22.1,59.5,30.7,,27.0,0.86,5.5,90.0
2024-06-24 02:00:00,21.9,61.6,19.1,61.8,41.9,0.34,15.8,65.2
2024-06-24 03:00:00,21.7,58.9,23.3,43.0,10.8,1.13,16.4,74.1
2024-06-24 04:00:00,24.1,70.5,34.3,56.1,23.2,1.09,11.5,97.6
2024-06-24 05:00:00,23.1,69.5,30.8,46.3,32.8,0.73,15.5,90.2
2024-06-24 06:00:00,26.1,60.0,29.1,69.7,30.7,,17.2,86.5
2024-06-24 07:00:00,20.5,56.5,42.6,90.4,40.8,1.04,9.5,118.0
2024-06-24 08:00:00,25.7,46.5,35.4,78.3,30.9,1.69,7.0,100.0
2024-06-24 09:00:00,26.4,56.0,48.9,94.5,52.8,0.86,14.8,133.8
2024-06-24 10:00:00,29.4,57.7,36.0,60.4,44.1,,15.0,101.5
2024-06-24 11:00:00,30.1,43.3,33.2,72.9,34.3,1.11,19.7,95.3
2024-06-24 12:00:00,33.8,43.4,34.4,50.8,19.9,0.66,12.7,97.9
2024-06-24 13:00:00,29.3,44.3,15.0,80.2,27.9,1.11,15.1,63.1
2024-06-24 14:00:00,33.6,49.5,40.3,68.6,36.4,0.8,11.4,112.2
2024-06-24 15:00:00,34.8,41.5,,84.7,24.0,0.76,9.8,151.0
2024-06-24 16:00:00,37.2,,17.4,53.7,43.0,1.04,16.9,61.5
2024-06-24 17:00:00,,43.0,43.7,91.8,38.1,1.07,16.3,120.8
2024-06-24 18:00:00,32.8,36.9,34.1,59.5,38.2,1.28,7.7,97.2
2024-06-24 19:00:00,27.6,,43.6,67.2,49.3,1.19,13.7,120.5
2024-06-24 20:00:00,25.2,45.4,63.4,117.1,33.0,1.26,,154.2
2024-06-24 21:00:00,30.3,,30.2,67.5,32.3,1.32,16.1,88.9
2024-06-24 22:00:00,27.4,53.9,49.6,127.7,26.4,0.78,12.4,135.5
2024-06-24 23:00:00,28.5,55.9,26.9,46.8,15.8,0.98,13.1,81.8
2024-06-25 00:00:00,22.4,58.2,73.4,120.9,11.0,0.75,16.6,159.5
2024-06-25 01:00:00,25.4,62.2,43.9,71.6,20.5,0.75,15.4,121.2
2024-06-25 02:00:00,27.6,72.6,62.8,136.9,21.8,1.37,8.5,153.9
2024-06-25 03:00:00,24.5,63.7,51.0,95.1,33.0,1.19,13.5,139.0
2024-06-25 04:00:00,24.4,60.2,29.2,59.8,25.0,0.77,13.7,86.8
2024-06-25 05:00:00,,63.0,46.6,78.7,33.9,0.81,9.7,128.0
2024-06-25 06:00:00,22.0,69.8,42.9,96.0,18.8,0.85,14.8,118.8
2024-06-25 07:00:00,28.9,56.0,41.4,62.7,39.0,1.32,15.4,115.0
2024-06-25 08:00:00,26.1,49.7,41.3,88.7,27.1,0.97,7.4,114.8
2024-06-25 09:00:00,29.7,50.0,62.8,125.9,32.4,1.24,,153.9
2024-06-25 10:00:00,26.8,50.0,42.8,69.4,39.4,1.49,14.3,118.5
2024-06-25 11:00:00,28.8,49.9,15.2,16.7,26.2,0.96,14.7,56.8
2024-06-25 12:00:00,35.1,49.0,54.4,94.5,19.4,1.1,12.6,147.5
2024-06-25 13:00:00,32.3,36.9,17.2,21.7,37.7,1.07,16.9,61.1
2024-06-25 14:00:00,36.4,36.2,66.1,109.0,35.1,0.8,13.6,155.6
2024-06-25 15:00:00,33.5,38.9,14.6,44.7,40.3,0.64,12.8,55.6
2024-06-25 16:00:00,29.8,44.3,50.1,,20.8,1.19,15.9,136.8
2024-06-25 17:00:00,34.8,35.8,56.1,95.0,20.5,1.32,21.1,150.4
2024-06-25 18:00:00,31.0,41.0,41.7,61.2,,1.65,,115.8
2024-06-25 19:00:00,,43.5,32.7,59.0,31.2,1.33,13.5,94.2
2024-06-25 20:00:00,30.0,54.1,63.7,131.0,39.3,1.06,10.7,154.4
2024-06-25 21:00:00,25.6,55.1,25.9,38.6,33.8,1.14,12.3,79.7
2024-06-25 22:00:00,27.7,60.1,16.1,22.2,25.5,0.84,7.2,58.8
2024-06-25 23:00:00,30.6,,31.0,51.7,18.8,1.09,13.2,90.6
2024-06-26 00:00:00,26.1,59.5,,84.5,24.8,1.04,11.1,128.0
2024-06-26 01:00:00,24.2,57.0,40.0,68.1,35.1,1.02,12.0,111.5
2024-06-26 02:00:00,26.0,58.2,55.4,101.2,23.1,0.75,15.9,150.0
2024-06-26 03:00:00,24.1,55.3,16.1,21.9,17.9,0.85,14.2,58.8
2024-06-26 04:00:00,24.2,61.8,45.0,96.5,28.6,0.56,18.1,124.0
2024-06-26 05:00:00,22.1,61.0,53.3,83.9,12.7,0.73,18.4,144.8
2024-06-26 06:00:00,25.6,64.9,39.8,81.7,34.1,,12.5,111.0
2024-06-26 07:00:00,28.2,58.6,82.9,126.8,41.2,0.93,16.2,164.5
2024-06-26 08:00:00,25.7,53.2,30.4,41.6,35.1,1.14,14.6,89.3
2024-06-26 09:00:00,31.5,51.9,40.4,68.3,42.8,1.2,15.8,112.5
2024-06-26 10:00:00,29.8,44.2,34.1,72.7,31.1,,14.2,97.2
2024-06-26 11:00:00,29.4,51.6,59.5,,26.7,0.72,11.4,152.2
2024-06-26 12:00:00,34.2,40.1,66.0,123.7,,0.93,14.4,155.6
2024-06-26 13:00:00,32.4,36.4,25.5,45.9,35.4,0.86,11.2,78.8
2024-06-26 14:00:00,35.0,45.0,22.7,33.4,24.1,0.97,19.9,72.9
2024-06-26 15:00:00,33.1,43.4,43.5,74.9,26.5,1.1,16.5,120.2
2024-06-26 16:00:00,33.4,32.3,36.6,88.7,36.2,1.11,25.1,103.0
2024-06-26 17:00:00,34.0,46.4,48.9,77.5,28.0,1.29,12.7,133.8
2024-06-26 18:00:00,32.8,40.3,49.8,82.0,33.3,1.37,17.1,136.0
2024-06-26 19:00:00,27.2,44.6,34.1,94.8,41.6,0.71,,97.2
2024-06-26 20:00:00,27.7,50.3,19.9,46.8,26.6,1.09,14.4,66.9
2024-06-26 21:00:00,30.5,55.4,32.2,54.9,37.8,0.83,13.5,93.2
2024-06-26 22:00:00,27.1,57.8,,57.5,30.5,0.97,12.0,82.3
2024-06-26 23:00:00,25.1,58.3,27.2,49.2,15.3,0.84,9.9,82.5
2024-06-27 00:00:00,22.4,58.9,60.4,151.1,10.4,,17.0,152.6
2024-06-27 01:00:00,22.2,65.0,23.2,56.9,23.3,0.54,15.4,73.9
2024-06-27 02:00:00,19.8,63.5,20.5,47.8,,0.61,17.6,68.2
2024-06-27 03:00:00,23.5,73.5,37.1,54.0,37.7,0.78,17.9,104.2
2024-06-27 04:00:00,22.6,67.0,28.9,45.2,44.7,0.99,7.5,86.1
2024-06-27 05:00:00,22.4,58.3,49.3,95.6,22.1,0.85,14.0,134.8
2024-06-27 06:00:00,25.0,58.6,43.1,78.9,24.9,1.14,14.1,119.2
2024-06-27 07:00:00,26.9,58.7,47.3,81.6,47.7,1.12,15.4,129.8
2024-06-27 08:00:00,31.6,62.1,46.0,101.6,41.8,1.24,9.5,126.5
2024-06-27 09:00:00,25.6,59.6,43.8,63.1,64.7,1.2,15.2,121.0
2024-06-27 10:00:00,32.3,47.4,31.8,48.7,30.0,0.58,12.1,92.3
2024-06-27 11:00:00,33.1,41.8,38.7,60.4,36.7,1.02,11.0,108.3
2024-06-27 12:00:00,30.6,38.7,95.4,170.5,46.7,0.83,10.9,171.1
2024-06-27 13:00:00,33.4,43.4,33.7,52.6,17.9,1.0,9.1,96.4
2024-06-27 14:00:00,32.6,52.4,20.6,51.8,20.2,1.24,15.8,68.4
2024-06-27 15:00:00,34.0,43.2,41.5,76.8,32.0,1.17,3.3,115.2
2024-06-27 16:00:00,36.5,32.9,22.4,75.1,30.4,,15.7,72.2
2024-06-27 17:00:00,34.2,38.5,,94.0,36.0,1.24,13.3,142.2
2024-06-27 18:00:00,33.2,40.9,26.2,63.5,33.3,1.11,12.0,80.3
2024-06-27 19:00:00,30.3,42.4,30.9,49.4,41.3,1.06,16.7,90.4
2024-06-27 20:00:00,27.0,47.5,27.7,49.3,36.5,1.06,10.5,83.5
2024-06-27 21:00:00,28.2,54.3,,99.5,39.1,1.26,10.7,148.8
2024-06-27 22:00:00,29.8,59.0,49.6,114.8,38.3,0.86,9.0,135.5
2024-06-27 23:00:00,23.1,64.0,44.4,70.6,16.6,0.92,,122.5
2024-06-28 00:00:00,23.0,63.6,28.4,113.7,37.8,0.87,13.1,85.0
2024-06-28 01:00:00,24.6,53.1,43.1,104.7,27.9,1.38,,119.2
2024-06-28 02:00:00,21.9,58.8,51.7,78.8,35.3,0.58,,140.8
2024-06-28 03:00:00,22.1,63.7,34.8,79.7,26.3,0.85,14.6,98.7
2024-06-28 04:00:00,23.0,64.8,24.9,36.4,36.6,1.0,7.6,77.6
2024-06-28 05:00:00,21.6,67.2,45.1,104.4,35.9,0.98,13.4,124.2
2024-06-28 06:00:00,23.2,61.2,55.2,89.7,35.1,0.95,14.2,149.5
2024-06-28 07:00:00,27.6,58.8,52.3,128.8,36.7,1.05,16.2,142.2
2024-06-28 08:00:00,24.8,56.8,55.5,102.5,42.9,1.44,8.4,150.1
2024-06-28 09:00:00,25.5,51.2,42.6,116.5,51.8,,17.2,118.0
2024-06-28 10:00:00,28.7,49.8,54.7,92.3,,1.05,,148.2
2024-06-28 11:00:00,,52.1,58.7,96.3,34.1,,22.8,151.7
2024-06-28 12:00:00,31.8,43.6,33.6,71.4,23.5,0.75,12.9,96.2
2024-06-28 13:00:00,32.1,42.0,32.6,51.2,22.8,0.78,,94.0
2024-06-28 14:00:00,33.6,40.7,,64.9,22.0,0.86,,88.2
2024-06-28 15:00:00,30.2,47.0,20.7,34.3,,0.83,10.5,68.6
2024-06-28 16:00:00,34.5,35.4,19.7,82.3,37.5,1.0,8.2,66.5
2024-06-28 17:00:00,33.8,51.0,86.5,137.1,35.9,1.24,13.8,166.4
2024-06-28 18:00:00,31.4,38.1,17.6,44.9,42.2,1.36,9.8,62.0
2024-06-28 19:00:00,33.2,43.2,36.9,78.0,28.6,1.34,19.2,103.8
2024-06-28 20:00:00,27.7,,64.9,131.0,33.3,1.26,20.1,155.0
2024-06-28 21:00:00,30.9,57.7,29.6,44.7,33.8,1.14,13.4,87.6
2024-06-28 22:00:00,27.7,48.6,26.8,46.2,21.3,0.99,15.2,81.6
2024-06-28 23:00:00,25.5,53.0,20.6,48.4,19.3,0.97,13.4,68.4
2024-06-29 00:00:00,25.1,62.4,34.1,103.6,14.5,0.4,5.8,97.2
2024-06-29 01:00:00,24.1,74.6,52.8,115.4,26.2,0.43,20.3,143.5
2024-06-29 02:00:00,26.3,70.3,31.1,95.0,1.9,0.72,8.6,90.8
2024-06-29 03:00:00,21.5,63.3,36.3,77.1,20.8,,11.0,102.2
2024-06-29 04:00:00,22.3,52.0,46.2,88.1,34.5,,18.3,127.0
2024-06-29 05:00:00,26.4,63.3,24.4,41.8,31.6,0.81,6.7,76.5
2024-06-29 06:00:00,23.9,,22.2,44.2,34.4,0.65,13.1,71.8
2024-06-29 07:00:00,28.0,56.6,53.0,88.0,,1.02,10.6,144.0
2024-06-29 08:00:00,30.8,51.4,36.5,56.2,46.6,0.76,14.9,102.8
2024-06-29 09:00:00,27.9,53.3,23.2,43.9,24.5,1.32,12.6,73.9
2024-06-29 10:00:00,31.3,44.7,74.4,133.9,29.0,0.88,18.1,160.0
2024-06-29 11:00:00,28.9,55.9,18.7,50.6,27.3,0.95,17.6,64.3
2024-06-29 12:00:00,33.7,51.6,31.1,67.2,13.5,0.66,18.5,90.8
2024-06-29 13:00:00,33.4,45.4,92.5,182.0,6.5,0.86,17.3,169.5
2024-06-29 14:00:00,34.4,41.4,,76.7,29.4,0.82,17.0,108.8
2024-06-29 15:00:00,32.4,37.2,58.2,89.2,15.5,0.62,8.0,151.5
2024-06-29 16:00:00,30.2,,24.9,51.6,23.9,0.73,22.3,77.6
2024-06-29 17:00:00,34.0,50.3,45.7,83.7,31.0,,10.4,125.8
2024-06-29 18:00:00,28.1,48.4,35.6,,31.3,1.24,19.1,100.5
2024-06-29 19:00:00,30.5,47.5,42.2,84.0,38.6,,12.4,117.0
2024-06-29 20:00:00,31.8,54.0,28.9,,35.2,1.21,17.3,86.1
2024-06-29 21:00:00,29.0,55.2,37.1,63.2,32.1,0.83,11.8,104.2
2024-06-29 22:00:00,31.3,57.6,76.5,125.3,27.6,0.74,,161.1
2024-06-29 23:00:00,28.2,,41.5,74.1,11.3,0.66,11.9,115.2
2024-06-30 00:00:00,23.8,63.6,61.2,124.2,22.4,0.88,3.7,153.1
2024-06-30 01:00:00,24.4,67.2,50.6,100.7,26.0,0.95,12.6,138.0
2024-06-30 02:00:00,23.7,64.9,68.1,105.9,,0.86,20.3,156.7
